timestamp,ph,turbidity,nitrate,contamination_level,hour_of_day,day_of_week,is_weekend,ph_turbidity,poly_ph,poly_turbidity,poly_nitrate,poly_ph^2,poly_ph turbidity,poly_ph nitrate,poly_turbidity^2,poly_turbidity nitrate,poly_nitrate^2,log_ph,pca1,pca2
2024-01-01 00:00:00,0.26134677665288325,0.6629397492533411,-1.8670916681703214,1.6427576227363072,0,0,0,29.011556529358103,7.374507122951685,3.934033291399965,1.6453470948582627,54.383355306465134,29.011556529358103,12.13362387076012,15.476617937843242,6.472850247080621,2.7071670625585247,0.8159605546680093,-0.8703088658643249,1.7279554896691054
2024-01-01 01:00:00,-0.0799924100467992,-0.49776884499954155,-0.8233693189817455,0.5985061181211813,1,0,0,17.132381580519837,7.28680441176928,2.35115156279596,8.994071066539444,53.097518535380246,17.132381580519837,65.53803672742606,5.527913671237884,21.14642424399214,80.89331434996197,0.732364244690607,-0.6241164295385319,0.16424411367745081
2024-01-01 02:00:00,0.4081900928444142,-0.7235067726222344,-0.37680280488973095,0.3232629771487203,2,0,0,15.1454838457838,7.412236623257617,2.0433081963764246,12.138292371764331,54.94125175916148,15.1454838457838,89.97189526180014,4.175108385379077,24.80227229323949,147.33814170243215,0.8788754665419377,-0.8311083941278746,-0.29485053061432354
2024-01-01 03:00:00,0.9485204972413065,0.002710956170479165,1.9135095703351805,2.9985219283824835,3,0,0,22.90741668023649,7.551067566924176,3.033665965403024,28.26410731434772,57.01862140025419,22.90741668023649,213.42418404943544,9.20312918964466,85.74386040203534,798.8597622769643,1.0813035181864397,0.3703624056062264,-1.2455779038718746
2024-01-01 04:00:00,-0.04807365072188713,-0.13486103787939546,0.5924840085787856,2.1052673384084764,4,0,0,20.761996155123015,7.295005526201642,2.846056261445131,18.962924657456234,53.2171056273125,20.761996155123015,138.3346401690886,8.100036243311035,53.96955045666558,359.59251156436164,0.7168996687971809,0.2878693764323699,-0.49106160616598366
2024-01-01 05:00:00,-0.01888810104047497,-0.3747178455673946,-1.2861857331375208,1.986962619008632,5,0,0,18.394706885641188,7.302504377590951,2.518958693416009,5.735436162497955,53.326570184735004,18.394706885641188,41.88304768403476,6.345152899136088,14.447326782056777,32.895227974089266,0.7025469148331642,-0.8569424738946244,0.5613991211916778
2024-01-01 06:00:00,1.0688295734993434,0.6460804306695885,0.5271349322265118,3.454087577278195,6,0,0,29.653439246755536,7.581979435759687,3.911041898491297,18.502809642873547,57.486412164282775,29.653439246755536,140.28792221604326,15.296248731754408,72.36526375308723,342.3539646804143,1.1212962424890618,-0.1526103792752602,0.15082843998095044
2024-01-01 07:00:00,0.6238855400313096,0.883104131824526,-1.4920217980919503,2.881644208677376,7,0,0,31.62011920089026,7.4676567925352675,4.234275901980123,4.286169098375863,55.76589797109812,31.62011920089026,32.00763978144128,17.92909241408958,18.148822525064787,18.37124553987216,0.9646562497155473,-0.8160380955273205,1.651054120972849
2024-01-01 08:00:00,-0.06937949261852296,0.12946037481099829,1.1250797666247325,3.13150659063628,8,0,0,23.374003770060412,7.289531264320299,3.206516704917361,22.712867558852142,53.1372660535031,23.374003770060412,165.56615817261897,10.28174937891409,72.82918924403499,515.874352745958,0.7272488003196255,0.7149542132827716,-0.6414456636256949
2024-01-01 09:00:00,0.5501420430567523,1.3609818942461283,-0.41733907383298813,3.2315410808114406,9,0,0,36.39415141624544,7.448709350024278,4.885967448324027,11.852881360361328,55.4832709811391,36.39415141624544,88.28866821365192,23.872677906082,57.912792495572056,140.490796542801,0.936149060778482,0.04072833451479699,1.3054851643012366
2024-01-01 10:00:00,-0.0086184589650961,-0.9346341978784999,-0.0396686219333744,0.5389993819101021,10,0,0,12.823371128383608,7.305143029957801,1.7553894668175558,14.512013748805478,53.36511468814104,12.823371128383608,106.0123360877381,3.081392180214023,25.474236076964687,210.59854304551922,0.6974471519005697,-0.4603069955819295,-0.679096680999691
2024-01-01 11:00:00,0.01837769453878365,-0.0912787738486772,1.373894884069281,3.3234878586090715,11,0,0,21.245175418869238,7.31207934417557,2.9054902742257664,24.46474498056582,53.466504335519026,21.245175418869238,178.88815643291827,8.44187373362052,71.08207860244762,598.5237469641204,0.7022940672227992,0.6826091710367166,-0.9705083619456881
2024-01-01 12:00:00,0.4596728217608419,-0.5425091838228214,-1.2215239677935639,1.0885146068875704,12,0,0,17.005340230814323,7.425464447899421,2.2901382600552265,6.190711902644539,55.13752226701826,17.005340230814323,45.968911140274805,5.24473325016878,14.177586185225545,38.324913861544765,0.9000283418148717,-1.2350327126978708,0.3966115355811225
2024-01-01 13:00:00,-0.770633882817723,-1.5450884005976022,-1.3284719601208823,0.0,13,0,0,6.561227219404278,7.109352973501482,0.9229007539588736,5.4377039062650905,50.54289970183437,6.561227219404278,38.65855643502635,0.8517458016578574,5.0184610348971646,29.568623772210625,1.019076132582052,-0.9138250217428714,-0.3003836324513343
2024-01-01 14:00:00,-0.6329802475095887,0.03369665460488093,-0.5173104404466952,2.0376886203591207,14,0,0,21.976603923480873,7.144721303570362,3.0759217875298672,11.148994949490634,51.047042505692175,21.976603923480873,79.6564617290241,9.461294843000934,34.29343647419869,124.30008838376766,0.9681163785907001,0.17826772286447146,0.3593798934391219
2024-01-01 15:00:00,0.07319670408140554,0.008387969666082174,1.0976140535305152,1.770180501451836,15,0,0,22.2818536694238,7.326164383188251,3.0414078232472077,22.519484764690738,53.67268456949609,22.2818536694238,164.98144721082775,9.250161547309318,68.49093713882671,507.12719406713825,0.7290917175585666,0.5433384914815225,-0.7134896775294909
2024-01-01 16:00:00,-0.16266993173322386,1.4563193785846114,-1.4428992282916648,2.814605410715513,16,0,0,36.44391909221152,7.265561486584364,5.015981099259032,4.632035225054652,52.78838371533799,36.44391909221152,33.65433673565922,25.160066388123848,23.234201139976193,21.455750326147104,0.7713435378848722,0.030562622733245642,2.0442697756359567
2024-01-01 17:00:00,0.6389506971399519,0.6886687167619474,-1.3751352762644415,2.8099899720477595,17,0,0,29.655392605876347,7.471527590774379,3.969120403502752,5.109153089844511,55.823724539702795,29.655392605876347,38.173178276263435,15.753916777501848,20.27884377352098,26.10344529546772,0.9703813749442254,-0.8562300120899551,1.4277880701323653
2024-01-01 18:00:00,-0.04804634034678177,-0.7586419673553251,-0.3761997966238981,1.8401857072734669,18,0,0,14.55642150432253,7.295012543251056,1.9953936224262327,12.142538080694194,53.21720800619025,14.55642150432253,88.57996760556776,3.9815957084192832,24.229143046284864,147.44123104110867,0.7168863340437238,-0.5300647654240658,-0.3257861450044774
2024-01-01 19:00:00,-0.31620248255259353,1.7830607027003562,0.6232296091993278,3.13405687045849,19,0,0,39.46588615084495,7.226113273527432,5.461564835335007,19.179400746599644,52.21671304184933,39.46588615084495,138.5925223133056,29.828690450567898,104.74954068042659,367.849412998667,0.8399289835889083,1.4040711289654906,0.9332057007133584
2024-01-01 20:00:00,1.3898502380648399,1.2349481689250374,1.2703347034072099,3.1503590349814763,20,0,0,36.130982418132554,7.664461564167469,4.714092714229324,23.73559016009594,58.74397106860045,36.130982418132554,181.9205184848869,22.222670118349992,111.8917726416415,563.3782402480431,1.2207857428545075,0.30405762868728464,0.11006071614048824
2024-01-01 21:00:00,0.42794254055654957,0.681635232069536,-0.3810841851480104,3.598428053522202,21,0,0,29.369058781541572,7.417311760494547,3.959528698519125,12.108147686484418,55.01651375237072,29.369058781541572,89.80990623276571,15.677867514396555,47.942558250543,146.607240397718,0.8870442075780756,-0.17817939625000043,0.7681293054026601
2024-01-01 22:00:00,0.6243486324669378,-0.02098710683236444,-0.3273071048192883,2.572532727356172,22,0,0,22.413397172770413,7.467775778176867,3.001348438750563,12.486785663956052,55.76767507312512,22.413397172770413,93.24851552857716,9.008092450790443,37.47719465752741,155.9198162175784,0.9648327252391651,-0.6204294539423277,0.20453131304584699
2024-01-01 23:00:00,-0.2220561750942408,-0.6570937403387619,1.2312708103114447,3.6441946036721062,23,0,0,15.471254636361646,7.250302955619732,2.133876988460162,23.46054597057253,52.566892948268226,15.471254636361646,170.0960657908946,4.553431001879811,50.0619191833165,550.3972172373469,0.7984329722184114,0.5038221359106135,-1.3058504918946794
2024-01-02 00:00:00,0.31628455152526863,-0.1315397569471097,-1.7724807945702543,2.7237986020571667,0,1,0,21.06190110643447,7.388622677187407,2.8505855592631244,2.3114909168690065,54.59174506584801,21.06190110643447,17.078734206491053,8.125838030679459,6.589102627994669,5.34299025876792,0.8399644155165445,-1.235898767976772,1.0670092487253073
