timestamp,ph,turbidity,nitrate,contamination_level
2024-01-01 00:00:00,7.374507122951685,3.9340332913999654,1.6453470948582627,1.6427576227363072
2024-01-01 01:00:00,7.28680441176928,2.35115156279596,8.994071066539444,0.5985061181211813
2024-01-01 02:00:00,7.412236623257617,2.0433081963764246,12.138292371764333,0.3232629771487203
2024-01-01 03:00:00,7.551067566924176,3.033665965403024,28.26410731434772,2.9985219283824835
2024-01-01 04:00:00,7.295005526201642,2.846056261445131,18.962924657456234,2.1052673384084764
2024-01-01 05:00:00,7.302504377590951,2.5189586934160095,5.735436162497955,1.9869626190086322
2024-01-01 06:00:00,7.581979435759687,3.911041898491297,18.502809642873547,3.454087577278195
2024-01-01 07:00:00,7.4676567925352675,4.234275901980123,4.286169098375863,2.881644208677376
2024-01-01 08:00:00,7.289531264320299,3.2065167049173615,22.712867558852146,3.1315065906362802
2024-01-01 09:00:00,7.448709350024278,4.885967448324027,11.852881360361328,3.2315410808114406
2024-01-01 10:00:00,7.305143029957801,1.7553894668175558,14.512013748805478,0.5389993819101021
2024-01-01 11:00:00,7.31207934417557,2.9054902742257664,24.46474498056582,3.3234878586090715
2024-01-01 12:00:00,7.425464447899421,2.2901382600552265,6.190711902644539,1.0885146068875704
2024-01-01 13:00:00,7.109352973501482,0.9229007539588737,5.4377039062650905,0.0
2024-01-01 14:00:00,7.144721303570362,3.0759217875298672,11.148994949490634,2.0376886203591207
2024-01-01 15:00:00,7.326164383188251,3.0414078232472073,22.519484764690738,1.7701805014518361
2024-01-01 16:00:00,7.265561486584364,5.015981099259032,4.6320352250546515,2.814605410715513
2024-01-01 17:00:00,7.471527590774379,3.969120403502752,5.1091530898445106,2.8099899720477595
2024-01-01 18:00:00,7.295012543251056,1.9953936224262327,12.142538080694194,1.8401857072734669
2024-01-01 19:00:00,7.2261132735274325,5.461564835335007,19.179400746599644,3.13405687045849
2024-01-01 20:00:00,7.664461564167469,4.714092714229324,23.73559016009594,3.1503590349814763
2024-01-01 21:00:00,7.417311760494547,3.9595286985191245,12.108147686484418,3.598428053522202
2024-01-01 22:00:00,7.467775778176867,3.001348438750563,12.486785663956052,2.572532727356172
2024-01-01 23:00:00,7.250302955619732,2.133876988460162,23.460545970572532,3.6441946036721067
2024-01-02 00:00:00,7.388622677187407,2.8505855592631244,2.3114909168690065,2.7237986020571667
2024-01-02 01:00:00,7.493075680545817,4.615714652924075,12.696451283855769,4.06575678511807
2024-01-02 02:00:00,7.309833871394162,5.58265360112204,16.765448592936156,2.742260778096667
2024-01-02 03:00:00,7.5447678127357385,5.184925211650796,18.5933666722378,4.27984440846435
2024-01-02 04:00:00,7.404128343889059,2.75824395534753,11.896511487815888,1.9693562764854664
2024-01-02 05:00:00,7.45615828244325,2.013098094722105,15.72253544901673,1.2387494774731653
2024-01-02 06:00:00,7.415218113173159,3.537421871541436,2.915996033088724,2.344345276343546
2024-01-02 07:00:00,7.788747637723973,1.2578922514600315,10.906186887742738,1.8380901851974878
2024-01-02 08:00:00,7.51417974089846,3.779421772470163,18.704671859622575,3.2294584920741443
2024-01-02 09:00:00,7.362709358290187,3.22603651324713,8.670200474957966,1.4929488811233687
2024-01-02 10:00:00,7.649769401361971,2.8553911673750703,15.975257719381315,2.7864595628805775
2024-01-02 11:00:00,7.348139601826743,1.5124010786528133,18.706545605774515,0.9585669817041521
2024-01-02 12:00:00,7.567327905744077,4.053707309814454,13.19662297509242,3.0014695703128735
2024-01-02 13:00:00,7.246630804518566,2.809419436205646,16.803701281561963,1.9470826461885389
2024-01-02 14:00:00,7.345784213252266,2.055962559573411,8.88727153007531,1.3251026802578052
2024-01-02 15:00:00,7.578817142011577,0.917707022409286,14.19602111012869,1.58949922678184
2024-01-02 16:00:00,7.66417611391833,3.4490296100366917,19.929668697063846,1.835152851081212
2024-01-02 17:00:00,7.58306926903288,5.619728319244827,16.772775425386744,5.431176313730045
2024-01-02 18:00:00,7.543811910848286,5.4974384093492015,11.584007636034569,2.189114419254961
